f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,label
0.0,0.0,0.0,0.11824402646468025,-0.646827070399535,0.04529612101322569,0.36630869642570324,-1.0423643772969013,0.04156847241372291,0.7436344427108239,-1.232411136210536,0.04328805296122947,0.9951912091524592,-1.2224438211220572,0.06703308311373946,0.7680909054072593,-0.8928310763054191,-0.05106912287221187,1.1152871711838859,-0.9386954532555118,0.018773516546026527,0.9590774722863974,-0.9135224796947341,0.1168060119291017,0.7883126696976912,-0.8714014415745435,0.18249634217147173,0.8725120996352411,-0.48554881867794697,-0.054451636068656065,1.1416134491081928,-0.6161847747215893,0.06415821571250033,0.9949549327417407,-0.6249802435757429,0.16405171686541345,0.8470837780252115,-0.5865673147309413,0.20310155897206753,0.8971836480329135,-0.1142422934210385,-0.03783918350946643,1.108473563433987,-0.2857270503643777,0.07940372265176941,0.9826892203261277,-0.30938886145525796,0.16971870856946325,0.8314296711635111,-0.2796961744459507,0.18921051913922549,0.8812577703221132,0.19784811860923865,-0.01434119688304909,0.9974689455378489,0.013016658182862777,0.08379115144083664,0.881485570449039,-0.02322528247556198,0.16515816989469836,0.7668613144895969,0.00787552717878912,0.2055863021007044,А
0.0,0.0,0.0,0.12199631836313979,-0.6224808560112121,0.05589657323898699,0.38924124348532274,-0.9928149780371904,0.057294829202678484,0.7406383803616711,-1.1958846664709253,0.056857872167445235,0.9772457788727537,-1.2331421087431045,0.0765354367231977,0.7251954469754596,-0.9300391433970391,-0.03624925118412163,1.0996478766767044,-0.9610402735354767,-0.00483902768077121,0.9665420035651151,-0.9044671797600897,0.05970033390118053,0.7960169265256329,-0.8608489024381694,0.11067636387356809,0.8364518392479835,-0.5450395917810575,-0.05727271610290172,1.132510772138475,-0.6399477093197635,0.03471760919822896,0.9990538696849319,-0.6199005283856555,0.1172216039362956,0.8493060622183828,-0.5785697049547361,0.15158288222466443,0.8809573825260216,-0.17819742582093392,-0.06262307700830043,1.0939708939382846,-0.313996532264335,0.03556871209189147,0.974321232922326,-0.30642189538180026,0.12054594512863102,0.8310559419453222,-0.2683077057492777,0.14336411304869923,0.8832233555169926,0.14234423189766804,-0.06202544300456905,0.98320803844206,-0.013664210078848136,0.030316200206246483,0.8736544004402079,-0.01802430886054995,0.11342756452745026,0.7730399603971874,0.019596082033477784,0.15840938782215994,А
0.0,0.0,0.0,0.08576321065507866,-0.6461330927503988,0.06465840201834648,0.34054088518000825,-1.0238897097148583,0.07919895921712314,0.6799911579763644,-1.228758087159664,0.09459521484378976,0.898224885727682,-1.3008216910472359,0.1270952452129916,0.7138285838726602,-0.9260192669161306,-0.03400644653431846,1.0455315570685524,-1.0221391421800556,0.03753640755899955,0.8886910256150642,-0.9670077171447455,0.12904704621207538,0.7284530591386045,-0.9048022877146648,0.19100288448015781,0.8382671296384766,-0.5432611362947241,-0.04664286825908731,1.0881895277081446,-0.7045164707044221,0.07046980485928181,0.9358906555785932,-0.6995977660652971,0.1620601259548959,0.7862421754176215,-0.6438219912256599,0.19810673095448927,0.8814816070817278,-0.18874566303422968,-0.038090213991995456,1.0527369484156117,-0.38126933019461157,0.07943148989663147,0.9281926890100229,-0.38450391587250515,0.15947059798516722,0.7885497531543679,-0.33117339820046077,0.17335949823889144,0.8811171467236554,0.10718205256868132,-0.02129068058773382,0.9699030123787981,-0.08796457135376802,0.07999033278295514,0.8539361563450292,-0.09913321739572357,0.15933716597734732,0.7479240013898293,-0.0500350208017105,0.19796238149637146,А
0.0,0.0,0.0,0.0502965081117088,-0.6482314117042141,0.049904861786773023,0.2872321658152043,-1.0415684505182725,0.05529528590974439,0.6193659790560818,-1.2651888214245484,0.06329076452018242,0.8459174034113404,-1.356169458626651,0.0887119171830969,0.684092496957717,-0.9419034064319244,-0.04673654923607901,0.9894832924130795,-1.0861257529868125,0.016054190284441824,0.8316209979884904,-1.0387719856305988,0.09966040907633285,0.6748472223851646,-0.9615971330263914,0.15515149434774164,0.8195697856587753,-0.5701902221267543,-0.05646660098032999,1.0417882949049813,-0.7910286450102871,0.051594181208429644,0.893392718755281,-0.788787880791199,0.13606945984687477,0.7528972697107177,-0.7166208544910545,0.16624565467642088,0.8697548337736413,-0.22619366975170585,-0.04658157324502189,1.0209290362905492,-0.46155978370275125,0.056685579443072204,0.896691983871538,-0.45987213664238835,0.13255314914625815,0.7646106573700905,-0.3929004256476183,0.1455220303296701,0.8730838707654346,0.05883537727380756,-0.0292675591038417,0.9512601410013196,-0.15602455774375368,0.057803916273976616,0.8372764240976086,-0.16103927340744476,0.1319315535981924,0.7341200739953659,-0.10093773025338822,0.16872493221656734,А
0.0,0.0,0.0,0.0047377289156063105,-0.6287523582154517,0.03685317977952341,0.19433918654709248,-1.0391821062662214,0.036363173886453236,0.49892409817480465,-1.3161861917285878,0.04189338070233963,0.718879735147216,-1.4454349416478685,0.06693397945602511,0.6275061777810779,-0.9533196200522469,-0.045616488631090774,0.8968206546471279,-1.2101204170717592,0.03469832002650635,0.7356334194906058,-1.1729125958519322,0.12970023436838055,0.5894389056635148,-1.07588951582278,0.18994971684021766,0.7799780947938088,-0.6247270996063156,-0.036745376026118125,0.958418140753091,-0.9405720330962384,0.07575836467608567,0.8138390113893088,-0.9498974725815167,0.1566598543086175,0.6853793766635178,-0.8710210042479576,0.18300387618621042,0.8368993080978426,-0.31916332995505353,-0.006646470309471168,0.9427323440123805,-0.6324880954373406,0.10089563120934081,0.8302293335396643,-0.6337202554655523,0.16767373041514497,0.7076921520501762,-0.5521773395533998,0.1734582725104181,0.8484939503204553,-0.0718335509714691,0.0311335149230769,0.9029508435680658,-0.32847918882945437,0.11994957495017278,0.7987850676196365,-0.33557655210214044,0.1851669619744054,0.7022840140465859,-0.26231502276306246,0.21467680616798804,А
0.0,0.0,0.0,-0.09630908955975458,-0.6105102572195166,-0.0020448423867694336,0.027255789109715458,-1.034826148473844,-0.0032011054231782473,0.30280295112312305,-1.3496487892445725,0.013840631966421277,0.5156454986616993,-1.5348714444588765,0.055710518602822896,0.5083491558131291,-0.970741127000355,-0.05003439431668682,0.7152338105099495,-1.3604976371826227,0.05102537380961357,0.5643683300274339,-1.3521941068596977,0.15891683100742318,0.4406780197226626,-1.2468920523230895,0.2254282324584919,0.6867608292965481,-0.7267790127105307,-0.012321932779538096,0.7896479404309056,-1.1638223707209416,0.10701482391156865,0.641018482042492,-1.1822878405343034,0.1938561315422738,0.527137101354376,-1.0901507257865326,0.22503415800270662,0.7575134977513002,-0.504886715470538,0.04248615461570463,0.8185251146547351,-0.9236752673072612,0.14695841559234282,0.6950390975563214,-0.9344898467074707,0.2179565653998956,0.5822523330480767,-0.8378710222864642,0.230933440112074,0.7759653480175714,-0.32730056227689547,0.10144731918649136,0.8166724169101968,-0.6399495672660012,0.17899846876968287,0.7106005284578031,-0.6626430277705095,0.237182395855361,0.6161452349931587,-0.5961469071217712,0.2646641156776989,А
0.0,0.0,0.0,0.004620837922546248,-0.6742340264183072,0.041436998186438236,0.22046912418492026,-1.0770732185513032,0.0722262850784689,0.5557282450471941,-1.3043456716127677,0.1072102482794767,0.7751308803001775,-1.4221154351418446,0.16248784954499496,0.6676421069219223,-0.9106449838626514,0.04410875835390386,0.9639890054020982,-1.1797246781711193,0.1448180670135877,0.7732719516328068,-1.1492137908626525,0.22994412369706588,0.6099611992744569,-1.045213502550469,0.2833825943345931,0.8078544270036019,-0.5856751437151267,0.06599886972477498,0.9907548607496156,-0.8996991365435074,0.20690453139493886,0.8326340014100797,-0.9107380224133969,0.28055128039320243,0.7050339319970353,-0.8336618010436866,0.29897746173630185,0.8483959754909585,-0.2971932268811407,0.10321939965873361,0.9454165301496892,-0.5989458033356962,0.23261672227659538,0.8217309886712294,-0.6144406370233454,0.28751921150773024,0.7002274775598829,-0.5377874647073962,0.2832110257199758,0.8518575162242649,-0.058985519998884406,0.1473168804041164,0.9155327318849849,-0.31569292940573884,0.25836915693731816,0.8066354838127703,-0.33574642178647557,0.325645298437381,0.7084362873156348,-0.2688993745430379,0.35287559808493807,А
0.0,0.0,0.0,0.12871962114062216,-0.6754280015323112,0.04967774119376333,0.42030819946740544,-1.0493426499568603,0.06596493358213477,0.7900002179467561,-1.2267658906351757,0.08438562271250405,1.0366227896656643,-1.2831926606649589,0.12246371068637842,0.8153501160555346,-0.8178122011757694,-0.01504999882676226,1.18728769637523,-0.9642807674446087,0.05496916577058093,1.0035927049309008,-0.9783001325471522,0.1351270515857258,0.8268444716220463,-0.920881420566214,0.18828706162198397,0.9068529271635064,-0.4212333222613599,-0.013425971534209411,1.1839304292855786,-0.6522170467179617,0.10249720477856979,1.0265105804546515,-0.7079607764741399,0.18437731937874016,0.8731580587554659,-0.6634859941257569,0.21113210852425948,0.915065476255056,-0.0850436259119238,0.006183066811150785,1.1024538996564093,-0.3416878541042179,0.1164547028267518,0.9832378126718643,-0.3887037117969214,0.1869619823563438,0.8428284903412209,-0.3462081883454318,0.19526598180170304,0.8911593101002161,0.17556350165823584,0.03367335115138948,1.0184212025599815,-0.06872709364544188,0.1296606907431819,0.912106446473893,-0.11673805776669048,0.20482932153768804,0.7991883997598342,-0.07543578571263929,0.24019591641009677,А
0.0,0.0,0.0,0.23563370227887484,-0.6593364631471463,0.07514082974658848,0.6177348512719969,-0.9533386216539851,0.08859140569919828,1.0429760134614154,-1.0419192091365406,0.10887183106173172,1.3232056512399932,-1.0564947938619274,0.15321608820912896,0.9328363495269651,-0.711278663939193,-0.07632297625363368,1.4028071571033836,-0.6127222727889357,0.0016244275512943627,1.2171794774391165,-0.6449059878480938,0.11487895226969022,1.017682448020883,-0.667765684648039,0.19630658046672503,0.9671199937890281,-0.2416396500048736,-0.07930445863274205,1.3559330572551211,-0.2748855338778654,0.06279870808910955,1.2020647615733748,-0.34657388207819545,0.18826497682115848,1.035977769390271,-0.35835939609613354,0.23894645565178563,0.921116014049876,0.15807378680096282,-0.05528415883757717,1.2260896253751616,0.05067403560219688,0.09718432793347294,1.0975897297549224,-0.018754521624257416,0.21308158890117365,0.9393802213833031,-0.027233096423570597,0.23940858961155442,0.8503034186720627,0.4717005870411692,-0.01998018458455181,1.049224033751678,0.30308826168073105,0.12793238839907214,0.9454080294018088,0.21698445875043298,0.24080781597227785,0.8305733647306556,0.2154617485594902,0.29132777339316246,А
0.0,0.0,0.0,0.35206134147245793,-0.5772069607992264,0.04264522948406657,0.7975939890805978,-0.7446711870401167,0.022290518088628242,1.228927743660657,-0.7272347000714914,0.009960133247191553,1.5285656115499047,-0.7023855585973641,0.019917547523803588,1.014809320656948,-0.5390710277156939,-0.17231572448759488,1.5026925787039818,-0.21007594140069794,-0.181394506914281,1.3370784435001122,-0.2542493164436275,-0.11695852461053434,1.1358439760291257,-0.3512709668916247,-0.058219078025739085,0.9782910078073392,-0.06579315973095266,-0.1965145393499369,1.4156418075834192,0.12583600117157517,-0.12346972552696008,1.269079033863952,0.04244043464683967,-0.01301534058256878,1.102387269661699,-0.030675424633186,0.03461918481327812,0.8903843571158695,0.3415542626154952,-0.1992105403860223,1.2615351078813355,0.4028172489011691,-0.10429392417368974,1.1239348811870058,0.3221911967471879,0.03166954397749058,0.9662592708879949,0.26432976299996847,0.08009411606149025,0.7883207836594205,0.65908976737355,-0.19580132271774126,1.0369332714961197,0.5992142839914,-0.0879817025530427,0.920546986198017,0.5153919544175595,0.04024546773785997,0.8059210984774724,0.4846344197369354,0.10815680192703699,А
